nanog	43
dox	14
fig	13
nac1	8
rex1	8
oct4	8
dax1	8
sox2	8
klf4	8
change	8
zfp281	8
myc	8
regulate	7
network	7
fluctuating	7
transcripts	7
day	7
pluripotent	7
southampton	7
regulatory	6
york	6
trn	6
new	6
institute	5
loss	4
downregulated	4
ref	4
removal	4
supplementary	4
so17	4
university	4
occur	4
1bj	4
school	4
published	4
stem	4
feedback	4
usa	3
aachen	3
nanog-dependent	3
differentiation	3
medicine	3
mount	3
sinai	3
shrna	3
science	3
mrna	3
extended	3
see	3
details	3
s1	3
full	3
population	3
nanogr	3
collected	3
depletes	3
rescue	3
