dehydrogenase	8
pyruvate	8
mutation	7
deficiency	5
exercise	4
subunit	4
phosphorylation	4
pdh	3
oxidative	3
change	3
e1	3
sites	2
rest	2
acid	2
days	2
regulates	2
e1alpha	2
splice	2
brain	2
e2	2
metabolic	2
pdh-e1alpha	2
alpha	2
content	2
x-chromosomal	1
conserved	1
arg88lys	1
brothers	1
leu216ser	1
glu358lys	1
areas	1
phylogenetically	1
infusion	1
new	1
overrules	1
short-term	1
elevation	1
elalpha	1
autoimmunity	1
underlie	1
plasma	1
non-esterified	1
dephosphorylation	1
even	1
leads	1
fatty	1
intralipid	1
biochemically	1
metabolic/biochemical	1
mild	1
overcome	1
supplementation	1
encourage	1
amino	1
model	1
formed	1
e3	1
components	1
binding	1
e3-binding	1
plus	1
pathological	1
probable	1
triceps	1
deltoid	1
lateralis	1
