propionyl_carboxylase_subunit_beta	75
diguanylate_cyclase_phosphodiesterase_with_pas_pac_sensor	38
phosphoketolase	37
dna_gyrase_subunit_a	28
dna_directed_rna_polymerase_subunit_beta	24
ring_hydroxylating_alpha_subunit	24
translation_elongation_factor_g	19
type_ii_secretion_system_protein_e	19
penicillin_binding_protein_2	19
dihydroxy_2_butanone_4_phosphate_synthase	18
acriflavin_resistance_protein	18
transposase_is4_family_protein	17
amp_dependent_synthetase_and_ligase	16
abc_transporter_atp_binding_protein	15
dna_polymerase_i	14
transposase	14
exonuclease	11
phosphoribulokinase	11
transposase_mutator_type	11
chaperone_protein	11
glycerol_kinase	11
sensor_histidine_kinase	10
nadh_dehydrogenase_d_subunit	10
gdp_mannose_dehydratase	10
f0f1_atp_synthase_subunit_alpha	10
preprotein_translocase_subunit	9
capsid_protein_f	9
atp_dependent_chaperone	9
udp_n_acetylmuramate_l_alanine_ligase	9
trna_delta_isopentenylpyrophosphate_transferase	9
integrase_catalytic_region	9
alpha_ketoglutarate_decarboxylase	8
aldo_keto_reductase	8
outer_membrane_iron_dicitrate_receptor	8
gtp_binding_protein	8
ammonium_transporter	7
glutamate_synthase	7
atp_dependent_protease_atp_binding_subunit	7
chaperonin	7
2_isopropylmalate_synthase	7
aldehyde_dehydrogenase	7
threonyl_trna_synthetase	7
two_component_transcriptional_winged_helix_family	6
